2008-01-01 00:01:31,4085887704358112888,399,2,65.9,123482c49bc4d9d0b15cb34d890bd847,1199174491,34.963936,-118.829018,0
2008-01-01 00:01:36,213122012560830,625,2,80.15,4774391d43c766ee6328a43dd6ff5e78,1199174496,39.81271,-74.691581,0
2008-01-01 00:02:14,4956252571509976837,590,2,195.24,594e27fdda81e5ca8bd5140319dc1eac,1199174534,34.378743,-84.042956,0
2008-01-01 00:02:59,4475987622023410,208,2,53.57,81ff45c149d13afcc3de82772e4b2c3e,1199174579,42.002181,-83.587401,0
2008-01-01 00:03:22,3518594849102562,181,2,46.33,67d4c034ed785570dfa830c62d603223,1199174602,60.228944,-150.657474,0
2008-01-01 00:03:25,3551353465549475,625,2,10.51,43f5f379c7b9ef595eb888de7202efee,1199174605,37.083053,-87.111595,0
2008-01-01 00:05:53,4060717481131769,183,2,35.81,61f0f52d9ecbf8e5a29c95962e8f57a2,1199174753,46.162906,-123.007297,0
2008-01-01 00:06:36,213122012560830,92,2,115.93,1a9e40f8d02163b71c1d9c98eab67fcf,1199174796,39.22708,-74.441064,0
2008-01-01 00:06:38,213122471193602,43,2,57.03,bd8d8cf99f944872d378e75de5d49f0b,1199174798,33.001843,-86.048008,0
2008-01-01 00:07:07,2715675635584221,103,2,76.39,fafa4653de8136ce60644c1a4a70d1f2,1199174827,42.72268,-75.023201,0
2008-01-01 00:07:11,3531112359042657,691,2,95.66,485cdd82ba734e39bb3354de6e2934db,1199174831,46.443036,-92.740843,0
2008-01-01 00:07:54,3535990093781466,522,2,66.26,5bdf8f1152992c9b80743113ace52c95,1199174874,33.718642,-85.686939,0
2008-01-01 00:07:59,180075851268619,549,2,64.94,b25d8f316b1f28f43dd2457af4cbf7eb,1199174879,26.669071,-80.886272,0
2008-01-01 00:08:00,501827221422,358,2,54.38,b779855f58d7b5112bc2aad57280a9e8,1199174880,42.48354,-88.136856,0
2008-01-01 00:08:01,3534541829912692,399,2,112.68,e9406fc0204f83387cee42200e0484e5,1199174881,35.475148,-85.319798,0
2008-01-01 00:09:29,639064488542,407,2,55.56,7a7dcc5520ddaaa48ff08e2ccc28f288,1199174969,47.543165,-96.344151,0
2008-01-01 00:10:16,30125158904184,243,2,47.2,1ca5056ebb2a19a7611f235583ecb12c,1199175016,33.663421,-94.347106,0
2008-01-01 00:10:26,379389701550295,153,2,108.95,3b96b5b29a2daa74e7276ec5a02072e8,1199175026,40.317015,-79.855707,0
2008-01-01 00:11:55,6011954317350587,365,2,93.77,c6b10d57758eaebd0335a2ffd9c8551c,1199175115,48.083627,-123.082945,0
2008-01-01 00:13:50,180098247414077,24,2,94.05,b5c48a9769465e3da29b52a59a8ce7bb,1199175230,40.251312,-96.319882,0
2008-01-01 00:14:33,30210513346014,162,2,3.55,392f06bfa45899fbb13c182b6516457f,1199175273,34.434546,-119.733307,0
2008-01-01 00:16:19,3517536264752869,548,2,73.72,58336aa184dcdc91df30e337dc7313cf,1199175379,39.987771,-74.660938,0
2008-01-01 00:17:16,342909046376603,590,2,100.89,a077c786a9c31bc03633eee9078c0022,1199175436,32.651065,-87.247286,0
2008-01-01 00:17:37,4216826822175626,508,2,37.82,3ece06805e20d6fb5b7b7c3fc95c44e8,1199175457,38.630956,-104.22159,0
2008-01-01 00:18:07,5139952970137126,497,2,392.16,6c9889960f87a98b5efbb3dcee3ec618,1199175487,37.296541,-75.939993,0
2008-01-01 00:18:17,4311678706763538,183,2,36.86,3ffe370310ba31ace4e1f937587707f6,1199175497,29.542039,-93.919698,0
2008-01-01 00:18:23,30498855829842,522,2,66.58,ff120a04a3f3295c4b5564364ccde761,1199175503,42.472605,-86.299246,0
2008-01-01 00:19:11,2531096789940535,549,2,51.66,f074917febf937527c3a1a2d06157ab0,1199175551,27.862213,-82.566891,0
2008-01-01 00:20:11,4257870368605063064,229,2,51.5,220340b9dabcbcbb9fb4d323bb8f0cd5,1199175611,29.366949,-95.484298,0
2008-01-01 00:20:20,4498392250142579,47,2,19.42,603e2e860128630503f89353892b6386,1199175620,33.409881,-111.412526,0
2008-01-01 00:20:30,575735323660,463,2,54.18,24f69b4090c8d8936a85c51ed3e2e155,1199175630,28.80179,-83.247609,0
2008-01-01 00:20:50,630486240876,474,2,7.59,b98ca043f54947c70eb57c9aa2f5f605,1199175650,43.410693,-89.082485,0
2008-01-01 00:21:37,6011254920369300,399,2,91.59,60218ad6f67ba5edfc479e32fc5f89bb,1199175697,46.078396,-93.385704,0
2008-01-01 00:21:50,2702512868230047,162,2,48.26,55d6b5d44317ae3bff81e90e249def27,1199175710,38.395425,-77.442546,0
2008-01-01 00:22:14,3560418095217550,389,2,61.49,6f34a5f49c53aa381da2e37d464cf0ae,1199175734,40.098377,-76.559384,0
